item,itemLabel,startDate,endDate,sourceDate,psid
Q113575855,Joseph Watawi,2005-06-15,2007-05-15,2022-08-22,Q113575855-2E524E7F-24F7-49B3-B063-49DA6A71CD81
Q5763004,John Tabinaman,2007-05-15,2009-01-19,2022-08-22,Q5763004-5FF52041-16D8-47B1-9640-89C97F46B3CB
Q1385996,Ezekiel Massat,2009-01-19,2010-06-10,2022-08-22,Q1385996-55C11BC0-332E-4936-A6F2-BD4D973D8B0C
Q7147332,Patrick Nisira,2010-06-10,2017-02-22,2022-08-22,Q7147332-A556495C-2D59-4A7E-88FE-F87A702B936D
Q76081730,Raymond Masono,2017-02-22,2020-09-25,2022-08-22,Q76081730-E888EE6A-DBD9-4879-8F3D-80AF8E89F2FD
Q7147332,Patrick Nisira,2020-09-25,,2022-08-22,Q7147332-DCDA50E6-A3BE-4C04-ACB1-CEF24B921603
