position,title
Q34518124,monarch
Q1073440,Governor-General
Q1074656,Prime Minister
Q114496185,Deputy Prime Minister
Q114496186,Minister for Agriculture and Livestock
Q114496187,Minister for Bougainville Affairs
Q114496189,Minister for Civil Aviation
Q114497965,Minister of Coffee
Q114496190,Minister for Commerce and Industry
Q114496191,Minister for Communication and ICT
Q114496192,Minister for Community Development
Q114496193,Minister for Correctional Services
Q114496194,Minister for Defence
Q113575679,Minister of Education
Q114496195,Minister for Energy
Q114496196,"Minister for Environment, Conservation and Climate Change"
Q113575677,Minister of Finance
Q114496197,Minister for Fisheries and Marine Resources
Q20716378,Minister of Foreign Affairs
Q24188607,Minister of Foreign Affairs and Immigration
Q114496198,Minister for Forestry
Q114496199,Minister for Health and HIV/AIDS
Q114496200,Minister for Higher Education
Q114496201,Minister for Housing and Urban Development
Q114496202,Minister for Immigration and Border Security
Q114496203,Minister for Inter-Government Relations
Q114498037,Minister of International Trade
Q114496204,Minister for Justice
Q114496205,Minister for Labour and Employment
Q114496206,Minister for Lands and Physical Planning
Q114497850,Minister of Livestock
Q114496207,Minister for Mining
Q114497874,Minister of Palm Oil
Q114496208,Minister for Petroleum
Q114496735,Minister of Planning
Q114496209,Minister for Police
Q114496210,Minister for Public Service
Q114496211,Minister for Religion
Q114496212,Minister for Research
Q114496214,Minister for Rural Development
Q114496215,Minister for Science and Technology
Q114496216,Minister for Sports and National Gaming
Q114496217,Minister for State Enterprises
Q114496218,"Minister for Tourism, Arts and Culture"
Q114496219,Minister for Transport and Infrastructure
Q114496220,Minister for Treasury
Q114496221,Minister for Works and Implementation
Q114496222,Minister for Youth
Q7241305,President of Bougainville
Q6597957,Speaker of the National Parliament
