position,positionLabel,country,countryLabel,jurisdiction,jurisdictionLabel,inception,abolished,predecessor,predecessorLabel,successor,successorLabel,deputy,deputyLabel,list,listLabel
Q114496193,Minister for Correctional Services,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496194,Minister for Defence,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496195,Minister for Energy,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496196,"Minister for Environment, Conservation and Climate Change",Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496197,Minister for Fisheries and Marine Resources,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496198,Minister for Forestry,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496199,Minister for Health and HIV/AIDS,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496200,Minister for Higher Education,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496201,Minister for Housing and Urban Development,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496202,Minister for Immigration and Border Security,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496203,Minister for Inter-Government Relations,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496204,Minister for Justice,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496205,Minister for Labour and Employment,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496206,Minister for Lands and Physical Planning,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496207,Minister for Mining,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496208,Minister for Petroleum,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496209,Minister for Police and Internal Security,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496210,Minister for Public Service,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496211,Minister for Religion,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496212,Minister for Research,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496214,Minister for Rural Development,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496215,Minister for Science and Technology,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496216,Minister for Sports and National Gaming,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496217,Minister for State Enterprises,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496218,"Minister for Tourism, Arts and Culture",Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496219,Minister for Transport and Infrastructure,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496220,Minister for Treasury,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496221,Minister for Works and Implementation,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496222,Minister for Youth,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114496233,Governor of New Ireland Province,,,Q838690,New Ireland Province,,,,,,,,,,
Q114496735,Minister of National Planning,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114497850,Minister of Livestock,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114497874,Minister of Palm Oil,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114497965,Minister of Coffee,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
Q114498037,Minister of International Trade,Q691,Papua New Guinea,Q691,Papua New Guinea,,,,,,,,,,
